"tgl_transaksi","nama_sales","harga_asli","customer","tipe_produk","nama","domisili","usia","name","start_date","end_date","budget"
"21/4/2021","Aini","Rp270,000.00","Ganizani","Produk E","Ganizani","Luar Indonesia","33","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"21/4/2021","Aini","Rp270,000.00","Ganizani","Produk E","Ganizani","Luar Indonesia","33","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"21/4/2021","Aini","Rp270,000.00","Ganizani","Produk E","Ganizani","Luar Indonesia","33","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"21/4/2021","Aini","Rp270,000.00","Ganizani","Produk E","Ganizani","Luar Indonesia","33","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"24/4/2021","Aini","Rp150,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"24/4/2021","Aini","Rp150,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"24/4/2021","Aini","Rp150,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"24/4/2021","Aini","Rp150,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"24/4/2021","Aini","Rp150,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"24/4/2021","Aini","Rp150,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"24/4/2021","Aini","Rp150,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"21/6/2021","Agus","Rp525,000.00","Jeingzou","Produk E","Jeingzou","Jakarta","19","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"21/6/2021","Agus","Rp525,000.00","Jeingzou","Produk E","Jeingzou","Jakarta","19","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"21/6/2021","Agus","Rp525,000.00","Jeingzou","Produk E","Jeingzou","Jakarta","19","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"21/6/2021","Agus","Rp525,000.00","Jeingzou","Produk E","Jeingzou","Jakarta","19","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"21/6/2021","Agus","Rp525,000.00","Jeingzou","Produk E","Jeingzou","Jakarta","19","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"21/6/2021","Agus","Rp525,000.00","Jeingzou","Produk E","Jeingzou","Jakarta","19","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"21/6/2021","Agus","Rp525,000.00","Jeingzou","Produk E","Jeingzou","Jakarta","19","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"16/3/2021","Octroy","Rp965,000.00","Bluaxia","Produk D","Bluaxia","Jawa Barat","11","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"16/3/2021","Octroy","Rp965,000.00","Bluaxia","Produk D","Bluaxia","Jawa Barat","11","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"16/3/2021","Octroy","Rp965,000.00","Bluaxia","Produk D","Bluaxia","Jawa Barat","11","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"16/3/2021","Octroy","Rp965,000.00","Bluaxia","Produk D","Bluaxia","Jawa Barat","11","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"16/3/2021","Octroy","Rp965,000.00","Bluaxia","Produk D","Bluaxia","Jawa Barat","11","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"16/3/2021","Octroy","Rp965,000.00","Bluaxia","Produk D","Bluaxia","Jawa Barat","11","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"16/3/2021","Octroy","Rp965,000.00","Bluaxia","Produk D","Bluaxia","Jawa Barat","11","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"23/6/2021","Aini","Rp60,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"23/6/2021","Aini","Rp60,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"23/6/2021","Aini","Rp60,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"23/6/2021","Aini","Rp60,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"23/6/2021","Aini","Rp60,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"23/6/2021","Aini","Rp60,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"23/6/2021","Aini","Rp60,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"15/5/2021","Dena","Rp60,000.00","Nah","Produk E","Nah","Jakarta","23","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"15/5/2021","Dena","Rp60,000.00","Nah","Produk E","Nah","Jakarta","23","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"15/5/2021","Dena","Rp60,000.00","Nah","Produk E","Nah","Jakarta","23","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"15/5/2021","Dena","Rp60,000.00","Nah","Produk E","Nah","Jakarta","23","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"15/5/2021","Dena","Rp60,000.00","Nah","Produk E","Nah","Jakarta","23","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"15/5/2021","Dena","Rp60,000.00","Nah","Produk E","Nah","Jakarta","23","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"15/5/2021","Dena","Rp60,000.00","Nah","Produk E","Nah","Jakarta","23","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"12/2/2021","Aini","Rp3,449,000.00","Usah","Produk F","Usah","Luar Indonesia","33","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"12/2/2021","Aini","Rp3,449,000.00","Usah","Produk F","Usah","Luar Indonesia","33","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"12/2/2021","Aini","Rp3,449,000.00","Usah","Produk F","Usah","Luar Indonesia","33","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"12/2/2021","Aini","Rp3,449,000.00","Usah","Produk F","Usah","Luar Indonesia","33","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"12/2/2021","Aini","Rp3,449,000.00","Usah","Produk F","Usah","Luar Indonesia","33","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"12/2/2021","Aini","Rp3,449,000.00","Usah","Produk F","Usah","Luar Indonesia","33","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"12/2/2021","Aini","Rp3,449,000.00","Usah","Produk F","Usah","Luar Indonesia","33","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"23/3/2021","Octroy","Rp190,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"23/3/2021","Octroy","Rp190,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"23/3/2021","Octroy","Rp190,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"23/3/2021","Octroy","Rp190,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"23/3/2021","Octroy","Rp190,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"23/3/2021","Octroy","Rp190,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"23/3/2021","Octroy","Rp190,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"11/6/2021","Octroy","Rp139,000.00","Tepmuvapp","Produk D","Tepmuvapp","Jawa Barat","27","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"11/6/2021","Octroy","Rp139,000.00","Tepmuvapp","Produk D","Tepmuvapp","Jawa Barat","27","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"11/6/2021","Octroy","Rp139,000.00","Tepmuvapp","Produk D","Tepmuvapp","Jawa Barat","27","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"11/6/2021","Octroy","Rp139,000.00","Tepmuvapp","Produk D","Tepmuvapp","Jawa Barat","27","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"11/6/2021","Octroy","Rp139,000.00","Tepmuvapp","Produk D","Tepmuvapp","Jawa Barat","27","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"11/6/2021","Octroy","Rp139,000.00","Tepmuvapp","Produk D","Tepmuvapp","Jawa Barat","27","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"11/6/2021","Octroy","Rp139,000.00","Tepmuvapp","Produk D","Tepmuvapp","Jawa Barat","27","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"22/2/2021","Aini","Rp450,000.00","Evii","Produk D","Evii","Jawa Barat","19","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"22/2/2021","Aini","Rp450,000.00","Evii","Produk D","Evii","Jawa Barat","19","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"22/2/2021","Aini","Rp450,000.00","Evii","Produk D","Evii","Jawa Barat","19","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"22/2/2021","Aini","Rp450,000.00","Evii","Produk D","Evii","Jawa Barat","19","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"22/2/2021","Aini","Rp450,000.00","Evii","Produk D","Evii","Jawa Barat","19","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"22/2/2021","Aini","Rp450,000.00","Evii","Produk D","Evii","Jawa Barat","19","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"22/2/2021","Aini","Rp450,000.00","Evii","Produk D","Evii","Jawa Barat","19","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"23/7/2021","Dena","Rp125,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"23/7/2021","Dena","Rp125,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"23/7/2021","Dena","Rp125,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"23/7/2021","Dena","Rp125,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"23/7/2021","Dena","Rp125,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"23/7/2021","Dena","Rp125,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"23/7/2021","Dena","Rp125,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"11/7/2021","Agus","Rp41,000.00","Mudiwa","Produk F","Mudiwa","Bali","31","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"11/7/2021","Agus","Rp41,000.00","Mudiwa","Produk F","Mudiwa","Bali","31","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"11/7/2021","Agus","Rp41,000.00","Mudiwa","Produk F","Mudiwa","Bali","31","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"11/7/2021","Agus","Rp41,000.00","Mudiwa","Produk F","Mudiwa","Bali","31","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"11/7/2021","Agus","Rp41,000.00","Mudiwa","Produk F","Mudiwa","Bali","31","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"11/7/2021","Agus","Rp41,000.00","Mudiwa","Produk F","Mudiwa","Bali","31","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"11/7/2021","Agus","Rp41,000.00","Mudiwa","Produk F","Mudiwa","Bali","31","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"26/1/2021","Dena","Rp790,000.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"26/1/2021","Dena","Rp790,000.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"26/1/2021","Dena","Rp790,000.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"26/1/2021","Dena","Rp790,000.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"26/1/2021","Dena","Rp790,000.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"26/1/2021","Dena","Rp790,000.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"26/1/2021","Dena","Rp790,000.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"1/7/2021","Octroy","Rp2,904,000.00","Moes","Produk A","Moes","Jakarta","37","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"1/7/2021","Octroy","Rp2,904,000.00","Moes","Produk A","Moes","Jakarta","37","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"1/7/2021","Octroy","Rp2,904,000.00","Moes","Produk A","Moes","Jakarta","37","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"1/7/2021","Octroy","Rp2,904,000.00","Moes","Produk A","Moes","Jakarta","37","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"1/7/2021","Octroy","Rp2,904,000.00","Moes","Produk A","Moes","Jakarta","37","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"1/7/2021","Octroy","Rp2,904,000.00","Moes","Produk A","Moes","Jakarta","37","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"1/7/2021","Octroy","Rp2,904,000.00","Moes","Produk A","Moes","Jakarta","37","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"29/5/2021","Agus","Rp1,059,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"29/5/2021","Agus","Rp1,059,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"29/5/2021","Agus","Rp1,059,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"29/5/2021","Agus","Rp1,059,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"29/5/2021","Agus","Rp1,059,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"29/5/2021","Agus","Rp1,059,000.00","Mudiwa","Produk D","Mudiwa","Bali","31","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"3/4/2021","Octroy","Rp490,000.00","Chuo","Produk A","Chuo","Bali","17","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"3/4/2021","Octroy","Rp490,000.00","Chuo","Produk A","Chuo","Bali","17","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"3/4/2021","Octroy","Rp490,000.00","Chuo","Produk A","Chuo","Bali","17","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"3/4/2021","Octroy","Rp490,000.00","Chuo","Produk A","Chuo","Bali","17","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"3/4/2021","Octroy","Rp490,000.00","Chuo","Produk A","Chuo","Bali","17","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"3/4/2021","Octroy","Rp490,000.00","Chuo","Produk A","Chuo","Bali","17","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"19/7/2021","Octroy","Rp810,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"19/7/2021","Octroy","Rp810,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"19/7/2021","Octroy","Rp810,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"19/7/2021","Octroy","Rp810,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"19/7/2021","Octroy","Rp810,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"19/7/2021","Octroy","Rp810,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"19/7/2021","Octroy","Rp810,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"10/6/2021","Aini","Rp709,000.00","Ekyboo","Produk E","Ekyboo","Jawa Barat","17","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"10/6/2021","Aini","Rp709,000.00","Ekyboo","Produk E","Ekyboo","Jawa Barat","17","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"10/6/2021","Aini","Rp709,000.00","Ekyboo","Produk E","Ekyboo","Jawa Barat","17","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"10/6/2021","Aini","Rp709,000.00","Ekyboo","Produk E","Ekyboo","Jawa Barat","17","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"10/6/2021","Aini","Rp709,000.00","Ekyboo","Produk E","Ekyboo","Jawa Barat","17","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"10/6/2021","Aini","Rp709,000.00","Ekyboo","Produk E","Ekyboo","Jawa Barat","17","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"10/6/2021","Aini","Rp709,000.00","Ekyboo","Produk E","Ekyboo","Jawa Barat","17","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"17/1/2021","Aini","Rp145,000.00","Adegoke","Produk B","Adegoke","Luar Indonesia","41","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"17/1/2021","Aini","Rp145,000.00","Adegoke","Produk B","Adegoke","Luar Indonesia","41","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"17/1/2021","Aini","Rp145,000.00","Adegoke","Produk B","Adegoke","Luar Indonesia","41","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"17/1/2021","Aini","Rp145,000.00","Adegoke","Produk B","Adegoke","Luar Indonesia","41","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"17/1/2021","Aini","Rp145,000.00","Adegoke","Produk B","Adegoke","Luar Indonesia","41","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"17/1/2021","Aini","Rp145,000.00","Adegoke","Produk B","Adegoke","Luar Indonesia","41","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"17/1/2021","Aini","Rp145,000.00","Adegoke","Produk B","Adegoke","Luar Indonesia","41","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"3/6/2021","Agus","Rp735,000.00","Thokozani","Produk E","Thokozani","Luar Indonesia","36","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"3/6/2021","Agus","Rp735,000.00","Thokozani","Produk E","Thokozani","Luar Indonesia","36","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"3/6/2021","Agus","Rp735,000.00","Thokozani","Produk E","Thokozani","Luar Indonesia","36","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"3/6/2021","Agus","Rp735,000.00","Thokozani","Produk E","Thokozani","Luar Indonesia","36","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"3/6/2021","Agus","Rp735,000.00","Thokozani","Produk E","Thokozani","Luar Indonesia","36","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"3/6/2021","Agus","Rp735,000.00","Thokozani","Produk E","Thokozani","Luar Indonesia","36","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"17/2/2021","Aini","Rp103,000.00","Moes","Produk F","Moes","Jakarta","37","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"17/2/2021","Aini","Rp103,000.00","Moes","Produk F","Moes","Jakarta","37","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"17/2/2021","Aini","Rp103,000.00","Moes","Produk F","Moes","Jakarta","37","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"17/2/2021","Aini","Rp103,000.00","Moes","Produk F","Moes","Jakarta","37","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"17/2/2021","Aini","Rp103,000.00","Moes","Produk F","Moes","Jakarta","37","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"17/2/2021","Aini","Rp103,000.00","Moes","Produk F","Moes","Jakarta","37","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"17/2/2021","Aini","Rp103,000.00","Moes","Produk F","Moes","Jakarta","37","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"3/6/2021","Octroy","Rp665,000.00","Tepmuvapp","Produk A","Tepmuvapp","Jawa Barat","27","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"3/6/2021","Octroy","Rp665,000.00","Tepmuvapp","Produk A","Tepmuvapp","Jawa Barat","27","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"3/6/2021","Octroy","Rp665,000.00","Tepmuvapp","Produk A","Tepmuvapp","Jawa Barat","27","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"3/6/2021","Octroy","Rp665,000.00","Tepmuvapp","Produk A","Tepmuvapp","Jawa Barat","27","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"3/6/2021","Octroy","Rp665,000.00","Tepmuvapp","Produk A","Tepmuvapp","Jawa Barat","27","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"3/6/2021","Octroy","Rp665,000.00","Tepmuvapp","Produk A","Tepmuvapp","Jawa Barat","27","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"22/2/2021","Aini","Rp3,299,000.00","Kunju","Produk B","Kunju","Bali","14","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"22/2/2021","Aini","Rp3,299,000.00","Kunju","Produk B","Kunju","Bali","14","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"22/2/2021","Aini","Rp3,299,000.00","Kunju","Produk B","Kunju","Bali","14","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"22/2/2021","Aini","Rp3,299,000.00","Kunju","Produk B","Kunju","Bali","14","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"22/2/2021","Aini","Rp3,299,000.00","Kunju","Produk B","Kunju","Bali","14","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"22/2/2021","Aini","Rp3,299,000.00","Kunju","Produk B","Kunju","Bali","14","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"22/2/2021","Aini","Rp3,299,000.00","Kunju","Produk B","Kunju","Bali","14","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"10/3/2021","Aini","Rp71,000.00","Adegoke","Produk F","Adegoke","Luar Indonesia","41","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"10/3/2021","Aini","Rp71,000.00","Adegoke","Produk F","Adegoke","Luar Indonesia","41","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"10/3/2021","Aini","Rp71,000.00","Adegoke","Produk F","Adegoke","Luar Indonesia","41","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"10/3/2021","Aini","Rp71,000.00","Adegoke","Produk F","Adegoke","Luar Indonesia","41","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"10/3/2021","Aini","Rp71,000.00","Adegoke","Produk F","Adegoke","Luar Indonesia","41","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"10/3/2021","Aini","Rp71,000.00","Adegoke","Produk F","Adegoke","Luar Indonesia","41","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"10/3/2021","Aini","Rp71,000.00","Adegoke","Produk F","Adegoke","Luar Indonesia","41","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"10/2/2021","Dena","Rp480,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"10/2/2021","Dena","Rp480,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"10/2/2021","Dena","Rp480,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"10/2/2021","Dena","Rp480,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"10/2/2021","Dena","Rp480,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"10/2/2021","Dena","Rp480,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"10/2/2021","Dena","Rp480,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"31/3/2021","Aini","Rp1,500,000.00","Tepmuvapp","Produk G","Tepmuvapp","Jawa Barat","27","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"31/3/2021","Aini","Rp1,500,000.00","Tepmuvapp","Produk G","Tepmuvapp","Jawa Barat","27","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"31/3/2021","Aini","Rp1,500,000.00","Tepmuvapp","Produk G","Tepmuvapp","Jawa Barat","27","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"26/5/2021","Octroy","Rp285,000.00","Mygneo","Produk F","Mygneo","Luar Indonesia","34","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"26/5/2021","Octroy","Rp285,000.00","Mygneo","Produk F","Mygneo","Luar Indonesia","34","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
